 	liver	liver	liver	lung	lung	lung	spleen	spleen	spleen
MYO10	5.5581	5.0763	5.3093	4.6743	5.3614	4.666	9.488	9.7479	9.7888
SIX2	8.265	9.6622	8.5062	10.01	9.7156	9.5963	6.8453	6.4476	6.3667
TCHP	9.3738	9.17	9.6635	7.4476	7.56	7.6288	7.2792	6.3915	6.4825
TRPM4	5.5294	5.5014	5.6158	5.2708	5.4238	5.2289	6.7543	8.5519	6.9028
CLSTN1	8.1874	8.0835	8.4945	8.6684	8.2416	9.3566	5.3253	7.5154	6.8742
DYRK4	7.2958	7.2713	6.9519	6.6588	6.5707	6.9293	5.4481	4.5048	4.8031
TK1	8.9537	9.6973	9.6782	9.7659	9.4299	9.447	6.4985	7.3817	7.1399
MMP21	9.6429	10.8835	10.6811	13.621	12.2527	13.2388	14.2558	13.1695	13.7858
LOC146880	7.6507	7.3544	8.79	7.7287	7.6329	8.9949	6.0111	5.4656	5.3509
MYL4	9.4088	10.6482	10.8336	5.9957	5.9854	7.5464	5.8142	5.8041	5.5693
SLA	5.0561	5.8001	5.5488	6.9575	6.0748	7.201	4.0416	5.1851	4.3213
LOC401098	9.5006	9.6738	11.0504	6.4692	6.8147	5.9766	7.4464	6.4667	6.4084
COX7C	7.4561	7.5587	7.5184	7.9253	7.4442	7.9336	5.3915	5.2858	5.9189
KRTAP4-2	8.9284	8.9513	8.9935	10.234	9.5944	10.5667	5.3366	4.8157	5.2951
KCNE4	5.0416	5.2841	7.0721	7.7222	7.1757	8.8692	4.4875	4.4236	4.516
WDR20	3.1615	3.8616	4.6855	7.4017	6.2295	8.3644	3.0992	3.1302	3.1375
NBEAL2	5.1901	5.16	5.5598	8.1458	6.8893	9.0864	4.885	5.2164	4.2594
PIK3AP1	4.6051	5.2989	6.0085	7.0669	5.9012	8.1924	4.8185	5.0509	4.7595
PPP2R4	4.6969	4.9116	5.6665	7.2271	6.8389	8.4303	4.7809	4.3768	4.6797
GLRA1	9.7183	10.0831	9.9165	10.1147	9.9277	9.7362	8.1205	7.2141	7.6457
LOC284648	8.3409	9.2787	8.9859	9.8005	9.4609	9.9814	6.2647	6.4138	6.1891
LRRC17	9.9123	10.0438	10.0529	10.4042	10.171	10.1916	5.8401	5.259	5.3678
CCDC9	10.618	10.1454	10.2911	10.1016	9.7755	10.7599	5.7807	5.9513	5.8726
LUC7L	4.8864	6.295	5.9498	8.2847	7.3242	7.6939	3.6986	4.2901	4.4107
PIGR	9.8006	8.4824	8.9381	8.2647	6.9341	8.3221	5.1998	4.5319	4.373
KBTBD5	8.0502	6.8286	9.2624	7.5693	6.4275	8.8106	5.176	4.5538	5.1631
SLC9A11	6.4104	7.4438	8.7105	9.2846	8.1523	8.6265	5.3907	6.1721	5.9407
PRSS16	7.3339	7.4727	7.4619	8.093	7.7066	9.1788	5.4981	5.1715	5.6335
GPR89A	9.6256	9.4361	9.2521	9.5864	8.886	9.7334	5.6883	5.3122	6.0637
KRTAP4-9	6.3863	6.1097	8.1711	4.7228	4.702	4.7055	4.761	5.005	5.2541
HMGB4	8.2483	8.4814	7.8707	5.226	5.5627	5.5627	4.8762	4.479	4.453
RNGTT	7.4377	8.3416	7.1812	9.5663	8.8243	9.6939	5.0204	5.3272	5.7691
PSMB10	6.9529	6.9529	6.9953	8.9389	7.0384	9.4038	3.9368	5.1833	5.544
KCNMA1	6.7681	8.3854	8.9276	9.4098	8.9543	9.562	5.9183	6.0047	5.7272
PIAS2	5.9812	6.0513	6.4039	7.3577	6.2505	8.3579	4.9514	4.6459	4.6326
UBE2E2	6.6536	7.6258	8.0261	8.6867	7.928	9.3263	4.0378	3.9987	3.6532
RPS8	5.5279	6.9522	6.3355	10.2957	9.6126	10.0251	5.8422	5.1695	5.3693
PLTP	6.5462	6.428	6.7445	6.0861	5.9571	5.7716	8.6208	9.7788	10.5495
C1orf83	6.1577	6.7628	7.0493	7.0933	6.4702	6.9708	7.5842	8.9745	9.243
HOXA7	10.0429	10.085	10.1988	10.682	10.0429	11.0157	7.0673	9.7942	8.506
MLANA	9.9155	10.1054	10.1858	10.6986	10.025	10.8765	6.7214	9.3096	7.9829
LCN2	5.997	7.3179	7.258	9.3519	7.9906	8.5652	11.0196	7.8591	9.4818
ARSF	5.9374	4.9201	6.3198	7.1608	6.394	8.5374	4.8312	5.1422	4.9051
DCLRE1B	5.2486	5.5123	6.2738	9.5247	8.6453	8.3182	6.3348	5.5531	6.0651
SLC5A5	6.3457	7.8235	8.1712	6.9442	6.2004	7.2548	9.0094	11.0643	10.6632
ADCK4	4.1919	4.6436	4.9381	7.8578	6.8359	8.8477	4.4599	3.8935	3.9902
STAC3	5.1416	5.5504	6.212	8.1725	7.0561	8.7494	5.1794	5.5533	5.2464
BST1	6.4367	5.9582	6.5166	8.3799	7.5374	9.7026	6.0172	6.1927	6.3203
PACS2	6.0732	5.5539	7.9813	8.4326	7.8644	9.2451	5.6709	5.7491	5.4675
LOC100293149	5.1437	5.3346	7.0389	7.4887	6.7787	8.2392	5.449	5.0628	5.1049
CXXC1	3.1953	3.2049	4.4113	5.637	4.9589	6.497	2.5188	2.8574	3.1305
MAPK1	5.4665	5.7062	7.5389	7.926	7.2508	8.6741	5.2822	5.6283	5.4639
C3orf66	5.6781	5.7139	7.3415	8.4101	7.561	9.3386	5.6904	5.6206	5.4556
PANK4	6.4016	5.3552	6.4016	7.7929	6.9884	8.547	4.9976	5.9591	6.0406
MRPL19	4.7622	4.4304	4.8513	6.8554	6.0964	8.0804	4.3932	4.058	4.3378
ATL2	3.7838	3.8616	4.4069	5.4994	5.364	7.4801	4.2751	3.6022	4.4069
ATOH8	4.5933	5.0802	6.0879	7.3718	7.181	8.6005	5.1377	5.116	4.876
CCDC160	2.6499	2.79	3.4821	5.3069	4.4805	6.9434	3.6158	2.4942	2.6222
AGAP11	4.1812	5.753	6.4049	8.4552	7.9745	9.8166	5.6484	5.4037	4.4773
KIAA0247	11.231	11.4167	11.1458	11.4785	11.4645	11.6422	8.6691	7.7845	8.9068
SLC41A1	6.7466	6.9738	10.5002	5.8873	6.2077	5.7228	6.2124	6.3054	6.3837
NADK	8.1632	9.0931	8.416	10.0174	9.7261	9.929	7.6232	7.0791	6.8133
LOC285593	8.6408	9.1955	9.2437	10.1113	9.7173	10.5617	6.8282	8.2771	7.5564
STAG3	7.5469	7.6789	8.0269	7.9188	7.4741	7.3093	10.0853	9.6044	9.8073
C17orf56	9.7811	10.0201	10.1564	10.6314	10.3561	9.7797	6.8424	6.2137	6.0835
TMEM212	6.2333	6.3775	7.5717	9.14	8.9823	9.1969	8.4563	8.4936	7.916
C1orf27	9.7153	7.658	9.5005	8.0635	6.9938	9.0753	4.6997	4.6918	4.1599
LOC284648	6.8678	6.4129	6.7385	6.6293	6.8329	6.2381	11.1021	10.2748	10.1521
CAMKK2	9.002	9.7998	9.8056	10.0968	9.9743	10.0093	7.3202	6.9727	7.1719
LRRC8E	8.5266	8.8125	8.1123	10.5261	9.7698	10.0169	5.5859	5.2697	5.4665
ABCE1	7.4328	7.566	7.7631	8.863	8.0614	9.9764	4.2675	4.4609	4.4478
RHBDF2	11.1082	10.687	10.4282	9.6417	9.2014	10.0417	6.1253	7.285	7.7625
SORCS3	5.9383	7.7973	6.5862	8.5256	7.5622	8.6807	4.7424	4.3242	4.3883
TNKS	9.1673	8.75	9.1148	8.4786	7.676	9.6555	4.8283	4.2695	4.669
ZMAT1	10.6858	11.0582	10.6428	11.5274	11.0818	11.5633	6.3886	5.5081	5.7068
LOC150197	8.2824	9.3452	9.2563	9.9876	10.0199	9.7311	6.991	7.1137	6.9964
ENAM	6.0056	6.3273	6.1017	5.3383	6.4786	5.7223	9.2232	8.5705	8.4784
C19orf12	6.0106	5.7882	5.7929	5.3989	5.4384	6.0673	9.5359	10.3501	9.9965
LOC158434	7.1086	7.408	6.9549	9.2642	8.3114	10.2385	11.4084	8.0768	9.313
MGC16142	7.9618	8.4747	8.2466	9.4427	9.0804	9.6013	7.1572	6.2567	6.4829
REXO2	7.2522	7.4131	8.9053	10.0728	9.9432	10.5408	7.6327	6.5442	7.1823
C10orf78	10.2779	10.0034	10.4735	9.7835	9.1878	10.4255	7.52	8.0013	7.7108
OR52D1	11.2535	11.3698	11.11	11.5548	11.401	11.7159	8.4758	7.7275	8.7237
LOC284648	7.3497	7.7856	9.4578	9.6066	9.4945	10.2857	5.1821	5.7212	5.997
CDKN2B	8.938	9.5868	9.1505	9.9194	9.7907	9.8851	7.0305	6.7657	6.7898
TTPA	7.6846	8.1953	8.2665	9.5975	9.382	9.4151	6.9659	6.8962	6.8278
MKL2	9.8406	10.1605	9.7389	11.0948	10.9315	10.7222	7.1663	6.666	6.8965
KIAA1804	10.7632	10.5516	10.9033	10.5799	10.5178	10.5893	8.2675	7.2363	7.6773
TXK	8.362	8.3043	8.3666	7.3632	7.6832	7.18	10.7976	9.8814	10.0591
OGG1	6.6318	6.3932	6.8581	6.1491	6.3248	6.0765	10.6879	11.9278	11.7704
KRT6B	5.8818	6.6917	6.5476	7.3409	6.4742	7.7916	7.4434	9.2318	9.1752
SMARCD3	6.0553	7.26	7.4973	8.3772	7.0372	8.5576	8.8393	11.2339	10.5031
LOC401497	7.6597	8.1624	8.4034	8.4797	8.4617	8.5438	4.8075	7.3437	7.7919
LPHN1	6.6722	6.8534	6.9932	6.7985	6.7697	6.5914	9.6328	9.4826	9.0095
PCSK5	6.8557	7.5394	7.7393	7.7756	6.7099	8.1402	4.0018	7.3099	5.919
GTF2H4	10.3388	10.428	10.8565	10.811	10.6519	11.122	6.7869	6.8455	6.6393
DHX8	10.9986	11.2824	10.4426	11.2078	10.8764	10.6896	7.2195	6.9555	6.6076
MED1	5.4364	5.746	5.3432	6.9145	5.007	6.8013	4.5124	2.936	3.9599
STK38	5.3658	6.6503	7.4667	7.6673	6.9554	8.1634	4.8505	6.2117	6.568
IGSF21	6.838	6.937	7.1768	6.487	6.4271	6.1128	10.0895	7.9737	8.2639
C20orf57	10.982	11.76	11.6887	12.5895	12.4407	12.1627	9.5987	9.6975	9.7794
KIR2DL5A	10.4127	10.4865	11.2815	10.3055	9.8911	9.6794	12.7299	12.5145	12.5482
FARSA	9.5682	9.7396	9.7125	9.3984	9.1299	9.4529	6.3585	7.1875	6.6668
IFI27L1	10.7497	10.6375	10.6271	10.2959	10.2316	10.2316	7.4316	7.4836	7.188
SLC4A11	10.7442	10.4462	10.3245	10.1264	9.9085	10.0237	6.1981	6.9217	6.6549
IFT52	6.9456	7.6748	7.7372	8.3881	8.3697	8.2757	5.9242	5.4427	6.1426
HOXB3	8.609	8.9657	9.0985	8.1254	7.4922	8.9498	10.1484	11.083	11.0227
GPRC5D	7.3899	8.4163	9.2847	9.816	9.5545	10.7483	6.6259	9.1041	8.7345
CACNA2D3	11.0334	11.0413	11.1264	10.5938	10.3549	9.7974	7.8251	8.0434	7.5849
ECE2	6.9547	7.6504	8.1029	9.0378	9.1336	10.1777	7.2827	6.8398	7.0314
C12orf32	11.9419	12.0037	12.1784	12.1094	12.0453	12.051	8.8227	8.0507	8.6238
KCNJ5	7.9762	8.8723	9.1745	9.9004	9.4945	9.6815	10.4848	11.4721	10.9702
DUX2	6.6589	7.3736	7.1476	8.1681	7.3468	8.8362	10.6468	8.0237	8.6527
FAM82A1	5.7355	6.8833	6.8035	6.685	5.5979	8.1827	10.0361	6.4899	7.8222
JRKL	7.6106	8.787	8.5958	10.4591	9.1582	10.8719	11.6776	8.049	9.4545
C2orf79	8.5301	9.9086	9.5758	10.947	10.4323	11.3211	12.893	11.4351	12.0629
LOC100288810	9.7206	9.439	9.7404	9.8538	9.2029	10.4572	6.2372	8.6349	8.7004
PMCH	3.1817	3.5312	3.9934	3.4871	3.3486	3.5235	7.502	3.7139	5.25
DLL4	3.1817	3.5312	3.9934	3.4871	3.3486	3.5235	7.502	3.7139	5.25
RRBP1	3.1817	3.5312	3.9934	3.4871	3.3486	3.5235	7.502	3.7139	5.25
BMP5	3.3504	3.3162	3.9722	3.6401	3.3423	3.4068	7.2363	3.3925	4.1445
HSBP1	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
ABCB11	2.5216	3.1635	3.2573	3.2573	3.3913	3.2367	7.5149	3.4073	3.7771
CYLC1	3.0599	3.2242	3.495	2.9902	3.0909	2.8906	6.351	3.2442	3.7053
A2BP1	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
CLIC4	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
CALR3	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
ELAVL2	3.1919	3.4268	3.5651	3.4883	3.1366	3.4542	6.7358	3.6994	4.8825
CENPL	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
CA4	3.2946	3.2424	3.4398	3.2201	3.1213	3.3056	6.7286	3.3056	3.759
MRI1	3.2946	3.2424	3.4398	3.2201	3.1213	3.3056	6.7286	3.3056	3.759
TMCO4	3.2946	3.2424	3.4398	3.2201	3.1213	3.3056	6.7286	3.3056	3.759
TTTY9A	3.1394	3.2507	3.7967	3.5322	3.1963	3.4818	7.166	3.4305	4.4978
CYP1A2	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
LOC100133109	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
HDHD1A	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
LOC338653	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
EHMT2	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
BCAS4	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
KIAA0586	3.2145	3.1265	3.9309	3.5562	3.0308	3.5562	7.4258	3.5562	4.6942
CELF3	3.1265	3.36	3.63	3.5167	3.0098	3.4682	7.1812	3.3013	4.7824
ALDH5A1	3.1265	3.36	3.63	3.5167	3.0098	3.4682	7.1812	3.3013	4.7824
USP2	3.2497	2.9049	3.6466	3.1928	3.0654	3.1745	6.7912	3.002	3.7748
KCNN2	3.1394	3.2507	3.7967	3.5322	3.1963	3.4818	7.166	3.4305	4.4978
VPS13B	3.3867	3.519	3.9395	3.6758	3.376	3.6373	7.1948	3.604	5.3326
REST	3.1394	3.2507	3.7967	3.5322	3.1963	3.4818	7.166	3.4305	4.4978
ACAP2	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
PCSK4	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
PLXNA4	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
NR4A1	3.2453	3.3654	3.6562	3.5781	3.1154	3.3578	7.2808	3.8518	4.9705
LOC93463	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
CXorf1	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
RNF135	3.2685	3.3754	3.9118	3.6466	3.0308	3.6102	7.5162	3.4693	4.9628
DCC	3.2946	3.2424	3.4398	3.2201	3.1213	3.3056	6.7286	3.3056	3.759
H2BFS	3.3504	3.3162	3.9722	3.6401	3.3423	3.4068	7.2363	3.3925	4.1445
TFB2M	3.3504	3.3162	3.9722	3.6401	3.3423	3.4068	7.2363	3.3925	4.1445
SPRR1B	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
IFNA2	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
FLJ38028	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
MUC13	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
TMEM50B	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
TMEM30B	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
MLL5	3.5678	3.5046	3.6394	3.5678	3.2031	3.4682	6.9441	3.4764	4.0147
GABRB3	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
SPATS2L	3.5678	3.5046	3.6394	3.5678	3.2031	3.4682	6.9441	3.4764	4.0147
KIF23	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
TMEM148	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
ANKRD2	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
LOC401397	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
PPIC	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
CHD4	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
GAS2L3	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
CLEC10A	3.0654	3.0471	3.9145	3.665	3.3694	3.5419	7.1979	3.6826	5.2223
FMO3	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
IFT88	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
LOC729224	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
ARMC9	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
LONRF1	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
EPHX2	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
DKFZp451A211	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
DLGAP1	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
CCDC52	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
USP6	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
TTC1	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
SIX4	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
PROKR2	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
CEP350	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
GPRC5C	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
CLEC4M	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
SEPT9	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
FLJ34077	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
PLA2G15	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
NCRNA00230A	3.2875	3.1303	3.772	3.3031	3.027	3.3973	7.1562	3.4321	4.3094
LOC646982	2.9911	3.1948	3.7936	3.649	3.3913	3.5136	6.7144	3.6068	5.0657
KIAA1466	3.3252	3.1461	3.9941	3.6833	3.6053	3.5532	7.0282	3.6364	5.0373
FAM128B	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
LOC100303728	3.2918	3.092	3.8048	3.5026	3.188	3.3944	7.1555	3.4633	3.8693
REL	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
REST	3.2918	3.092	3.8048	3.5026	3.188	3.3944	7.1555	3.4633	3.8693
MCAM	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
RAB40A	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
NRAS	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
C4orf31	3.2145	3.1852	3.9828	3.5562	3.0308	3.5562	7.4181	3.5562	4.6942
LOC148824	3.8988	3.9966	4.6421	5.2287	3.7869	4.6421	9.8705	4.0424	6.2708
GLS	3.8396	4.0036	4.7583	4.9651	3.6184	4.7232	9.6668	4.07	5.9149
C14orf43	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
CBFA2T2	4.2076	3.9936	4.7186	5.151	4.0664	4.7186	9.699	4.1233	5.9535
COL9A1	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
PAQR9	4.1541	4.221	4.7395	5.151	3.9918	4.7395	9.6415	4.2807	5.9356
KCP	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
PIGH	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
DUSP3	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
ACRV1	4.1448	4.2537	4.7624	5.0474	4.0124	4.7366	9.5977	4.4658	5.8482
LOC401321	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
ETFB	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
UBE2S	4.0096	3.9831	4.8023	5.0651	3.9087	4.7684	9.8535	4.6498	6.2178
TMEM182	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
HRASLS2	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
AKR7A3	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
PAPD4	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
SLCO4C1	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
WNT16	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
ATP13A4	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
KRT1	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
METTL13	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
PERP	3.5729	2.8052	3.0387	3.0927	3.2911	3.0623	7.4283	2.9647	3.4966
PPP1R7	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
NUDT11	3.8229	4.057	4.6798	5.0313	3.6184	4.6199	9.8286	3.8526	5.9149
PRM3	7.5707	7.5658	8.8047	6.1073	6.1191	5.4644	8.1091	10.5997	9.2982
HCCS	5.0104	4.2839	6.5109	5.7635	5.1889	7.1627	4.3551	4.0376	4.2328
MEPE	9.248	9.1709	8.1138	9.0478	8.4311	8.5078	5.9548	6.1743	5.8728
C22orf33	10.6426	10.9025	11.2461	11.3298	11.1878	11.4097	6.4998	6.6814	6.3903
ATP2B3	9.1789	10.36	9.981	10.881	10.2936	11.2185	13.0296	10.45	11.9696
ZBTB49	8.3832	8.2577	8.8992	7.2637	8.3744	6.9406	10.5152	9.7039	10.0218
FAM102B	6.9395	6.0845	6.427	6.8107	6.5255	6.5363	11.9607	11.9267	11.4687
MOCS2	8.7932	8.4549	8.8511	7.5147	7.5758	7.5874	5.487	4.3677	4.6588
VPS33B	6.4894	6.3168	9.9051	7.5975	6.7191	8.5581	10.5026	11.1373	6.8166
CLASP2	6.1647	6.2938	9.8309	7.4603	6.9361	8.6061	10.3384	10.9992	6.6674
CNIH4	9.1343	9.5057	9.5007	9.2437	9.1674	9.6928	6.1044	7.249	7.376
GFRA2	9.4865	9.8486	9.9048	9.6783	9.5527	10.192	5.1956	7.5106	7.6029
TSHZ1	5.4434	4.9689	5.9067	6.5306	5.9261	8.2076	5.1259	4.4726	4.4459
HOXC13	10.0162	10.1331	10.4951	10.2985	9.8051	10.9283	5.7527	8.7171	8.4884
EP400	8.9687	9.2879	9.1249	9.9342	9.7706	10.1783	5.1025	7.0481	6.4491
CCDC148	6.2225	7.3357	7.1638	9.6415	8.4295	9.1207	6.4621	6.9862	6.5787
HTATIP2	6.1209	5.7053	5.5194	5.4301	5.9331	5.2608	7.835	8.8856	8.2305
HCN4	9.6263	9.3761	9.4129	9.2816	8.9792	10.1044	6.4209	8.4337	8.6548
C7orf49	6.238	6.4308	7.6249	8.4845	8.5857	9.7563	6.0197	5.9016	6.381
KIAA0226	7.4476	7.5116	7.3309	8.9118	8.8932	9.2404	6.954	6.4538	6.2374
C14orf182	7.811	9.3812	8.4395	9.3138	8.6892	8.8329	6.2836	6.15	5.6874
MYO9A	9.5331	9.5531	9.8518	9.6612	9.5759	9.758	6.8976	6.9292	7.2419
ACTL6B	12.2638	12.0736	12.3683	11.7555	11.4814	12.1103	8.6811	7.6923	8.4293
MARK4	8.0864	9.3728	9.1233	9.9194	9.0149	11.0994	6.4268	5.2378	5.9802
RYR3	10.4698	9.8259	10.4774	8.9758	8.6517	9.2117	7.5598	7.5163	7.2272
DEPDC1	11.2142	11.3017	11.7852	9.7932	9.5556	10.0795	13.7522	13.5999	13.6544
KLK11	8.4786	8.4029	8.1087	10.0416	9.0476	10.0213	5.9583	5.4751	6.1509
MAOB	10.2606	10.0504	9.3018	8.0114	8.0981	8.6869	7.2211	6.7173	6.575
ATXN7	7.4043	8.626	8.4692	10.2196	9.8258	9.3993	7.5312	6.8543	7.1052
LOC100289071	9.0663	8.6666	9.8465	9.7297	9.2074	10.3754	7.4475	7.0077	7.526
NPFFR2	9.3842	9.7197	9.6551	8.3715	7.8083	8.3404	5.8657	7.3339	7.0941
CYP20A1	4.7474	5.0023	5.1629	6.0021	5.8304	7.4249	4.3768	4.0203	4.1632
SLCO3A1	9.5745	9.7068	9.858	9.6595	9.0137	9.858	12.0834	11.8138	11.949
WNK1	8.6572	8.8348	8.6295	7.9339	7.3134	8.366	6.2146	6.1433	5.9826
SNX14	7.4028	8.3136	8.0144	7.1651	6.4912	7.8095	5.2506	5.0547	5.1678
LOC151534	7.9828	8.4245	8.6367	7.5909	6.871	8.1738	6.0933	5.9245	5.8555
ESRRA	9.5296	10.0833	9.9993	9.3161	8.7205	9.6295	6.5544	7.3025	6.7084
RAB2B	7.5065	8.0879	7.8399	8.6255	7.6078	8.2863	5.941	6.0424	5.7226
DGKA	7.0565	7.0835	6.6191	9.4997	8.8979	8.8138	5.9596	6.3571	6.1697
UTRN	7.2214	6.6285	7.4982	6.4761	6.64	6.2851	11.62	11.7947	10.8388
NBPF1	5.7869	5.0451	5.1076	7.3937	5.3549	7.0171	5.1424	4.45	4.2089
MRPL35	9.0427	8.7186	10.4571	6.3899	6.1802	5.6453	6.1648	6.3252	5.7894
CEACAM6	7.8216	8.5305	8.9229	8.0936	7.5812	7.869	11.7135	10.8134	10.4822
C14orf132	5.8972	7.0497	6.9358	7.7626	6.8536	8.1862	9.5108	5.7242	7.493
DTX3	6.0901	6.2044	7.5679	8.9309	8.9782	9.9031	4.9616	5.0819	4.6894
SRF	9.469	9.38	11.1016	7.5177	7.2854	7.1844	5.5999	6.0653	5.169
TMEM65	9.5805	10.8718	10.4731	11.8776	11.623	11.6644	5.3402	6.2031	5.5966
PLA2G15	6.2322	6.3411	6.069	9.2193	8.6095	8.6942	5.8419	5.8145	5.3566
PRKAG2	6.159	7.1772	6.6169	9.3937	8.8107	9.369	5.7618	5.4531	5.6564
DCXR	7.0606	7.6226	8.2136	7.1888	6.6953	6.8572	9.7109	9.1765	9.2187
